78,740000084,Eksjö station,57.663797,14.975677,
79,740000086,Vetlanda station,57.425797,15.082032,
80,740000087,Munkedal station,58.464900,11.678067,
81,740000088,Trelleborg Centralstation,55.371526,13.161086,
82,740000089,Hestra station,57.443284,13.595839,
83,740000090,Jönköping Centralstation,57.784706,14.163322,
84,740000091,Alstermo Värdshuset,56.973633,15.659574,
85,740000092,Onsala kyrka,57.413182,12.020552,
86,740000093,Lindesberg station,59.594593,15.228831,
87,740000094,Ulricehamn busstation,57.793759,13.411675,
88,740000095,Strömstad station,58.936523,11.173324,
89,740000096,Emmaboda station,56.629567,15.535893,
90,740000097,Tällberg station,60.818240,15.018401,
91,740000098,Ljungskile station,58.224681,11.921123,
92,740000099,Västerås Centralstation,59.607703,16.551708,
93,740000100,Limmared station,57.536121,13.352742,
94,740000102,Bjuv station,56.083078,12.912316,
95,740000103,Ingelstad centrum,56.745098,14.921150,
96,740000104,Kallinge torg,56.246025,15.286923,
97,740000105,Ånge station,62.523268,15.658427,
98,740000106,Kosta Glasblåsarevägen,56.853747,15.396089,
99,740000107,Grästorp station,58.334803,12.684808,
100,740000108,Strängnäs station,59.370467,17.028003,
101,740000109,Fristad station,57.826907,13.008293,
102,740000110,Varberg station,57.109376,12.248083,
103,740000111,Avesta Krylbo station,60.129669,16.215930,
104,740000112,Gnosjö station,57.358238,13.735508,
105,740000113,Sollebrunn busstation,58.118728,12.534071,
106,740000114,Abisko Turiststation,68.358166,18.780111,
107,740000115,Åre station,63.398791,13.075922,
108,740000116,Landeryd station,57.076882,13.266183,
109,740000118,Lysekil Södra Hamnen,58.273323,11.437780,
110,740000119,Uddevalla Centralstation,58.354201,11.922754,
111,740000120,Lund Centralstation,55.708098,13.186901,
112,740000121,Klippan station,56.130841,13.128375,
113,740000122,Moheda station,57.003279,14.576861,
114,740000123,Östersund Centralstation,63.170515,14.637828,
115,740000124,Norrhult Industrigatan,57.124243,15.168763,
116,740000125,Kaisepakte station,68.289115,19.299427,
117,740000126,Järpen station,63.342477,13.471780,
118,740000127,"Deje Järnvägsstation",59.603046,13.471593,
119,740000128,Bollnäs station,61.349734,16.391613,
120,740000129,Degerfors station,59.229130,14.439841,
121,740000130,Sundsvall Centralstation,62.386874,17.315631,
122,740000131,Rottne Gullebovägen,57.021332,14.893027,
123,740000132,Partille station,57.740870,12.102856,
124,740000133,Örebro Centralstation,59.278941,15.211345,
125,740000134,Ryd busstation,56.461963,14.692976,
126,740000135,Ängelsberg station,59.957134,16.008920,
127,740000136,Strömsnäsbruk,56.550591,13.731999,
128,740000137,Rensjön station,68.071716,19.829214,
129,740000138,Skurup station,55.480071,13.500376,
130,740000140,Nässjö Centralstation,57.652439,14.693983,
131,740000141,Bromölla station,56.067341,14.479503,
132,740000142,Undersåker station,63.314803,13.237891,
133,740000143,Borgstena station,57.883198,13.014915,
134,740000144,Luleå Centralstation,65.584090,22.164938,
135,740000145,Vislanda station,56.786993,14.453581,
136,740000146,Järvsö station,61.715872,16.172238,
137,740000147,Ytterån,63.317459,14.170020,
138,740000148,Lidköping station,58.504528,13.163896,
139,740000149,Nykvarn station,59.179168,17.430924,
140,740000150,Boden C/Resecentrum,65.828823,21.707648,
141,740000151,Abisko Östra station,68.348470,18.829267,
142,740000152,Väckelsång centrum,56.638334,14.921044,
143,740000153,Mörsil station,63.308435,13.657357,
144,740000154,Söderhamn station,61.299600,17.035680,
145,740000155,Åstorp station,56.133968,12.949186,
146,740000156,Älvsbyn station,65.678202,20.994585,
147,740000157,Veinge station,56.553078,13.075414,
148,740000158,Rättvik station,60.885117,15.115629,
149,740000159,Viskafors station,57.628557,12.843709,
150,740000160,Borlänge Centralstation,60.483536,15.425840,
151,740000161,Kungsbacka station,57.489551,12.080035,
152,740000162,Grängesberg station,60.076395,15.005464,
153,740000164,Skillingaryd station,57.428568,14.090788,
154,740000166,Katrineholm Centralstation,58.996592,16.208325,
155,740000167,Köping station,59.506671,16.004218,
156,740000169,Simrishamn station,55.554028,14.351946,
157,740000170,Eskilstuna Centralstation,59.369426,16.506268,
158,740000171,Tenhult station,57.705176,14.326399,
159,740000172,Motala station,58.537486,15.048310,
160,740000173,Öxnered station,58.359220,12.273696,
161,740000174,Krokvik station,67.932736,20.066910,
162,740000175,Fellingsbro station,59.433524,15.592065,
163,740000176,Karlskoga Busstationen,59.326933,14.511845,
164,740000177,Mölltorp centrum,58.493499,14.415142,
165,740000178,Stöpen Stöpenskolan,58.475321,13.865157,
166,740000179,Vinslöv station,56.104898,13.916896,
167,740000180,Mjölby station,58.322982,15.131988,
168,740000181,Vännäs Resecentrum/Station,63.908689,19.749817,
169,740000182,Ullared,57.136648,12.716479,
170,740000183,Töreboda station,58.706023,14.128392,
171,740000184,Sunne station,59.835577,13.149300,
172,740000185,Höör station,55.937023,13.541399,
173,740000186,Skinnskatteberg station,59.832576,15.692518,
174,740000187,Hudiksvall station,61.724494,17.109038,
175,740000188,Tvååker Centrum,57.041605,12.398459,
176,740000189,Nybro station,56.742360,15.909170,
177,740000190,Umeå Centralstation,63.830061,20.266814,
178,740000191,Trollhättan Centralstation,58.287580,12.299219,
179,740000192,Kumla station,59.126374,15.140280,
180,740000194,Laxå station,58.989392,14.616658,
181,740000195,Sandviken station,60.614175,16.778113,
182,740000196,Virsbo station,59.872616,16.084065,
183,740000197,Svängsta centrum,56.263288,14.770939,
184,740000198,Ljusdal station,61.826855,16.097120,
185,740000200,Kristianstad Centralstation,56.031667,14.151260,
186,740000202,Insjön station,60.675343,15.094367,
187,740000203,Floda station,57.810065,12.361332,
188,740000205,Mölnlycke station,57.656692,12.117366,
189,740000206,Kil station,59.505031,13.316342,
190,740000207,Hindås station,57.704446,12.451227,
191,740000208,Vassijaure station,68.428825,18.260403,
192,740000210,Gävle Centralstation,60.676245,17.151188,
193,740000211,Landskrona Drottninggatan,55.867897,12.830868,
194,740000212,Reftele station,57.176143,13.593145,
195,740000213,Oskarshamn station,57.263261,16.457499,
196,740000214,Sala station,59.925206,16.606633,
197,740000215,Mullsjö Station,57.914799,13.881707,
198,740000216,Mariestad station,58.712104,13.824498,
199,740000217,Grums station,59.352987,13.113766,
200,740000218,Hofors station,60.569571,16.266361,
201,740000219,Hällnäs station,64.305640,19.625940,
202,740000220,Kramfors station,62.929115,17.778180,
203,740000221,Arvika station,59.653591,12.591149,
204,740000222,Kristinehamn station,59.316500,14.108293,
205,740000223,Gullspång busstation,58.986007,14.098895,
206,740000224,Träslövsläge kyrka,57.053738,12.279156,
207,740000225,Tofta station,57.173488,12.300404,
208,740000226,Åkers styckebruk,59.253310,17.095030,
209,740000227,Skeppshult station,57.126508,13.360237,
210,740000228,Krokom station,63.325990,14.448414,
211,740000229,Riksgränsen station,68.425725,18.127420,
212,740000230,Karlskrona Centralstation,56.166322,15.585483,
213,740000231,Habo station,57.906299,14.076765,
214,740000232,Vaggeryd station,57.498331,14.145133,
215,740000233,Tanum station,58.713712,11.295263,
216,740000234,Sennan station,56.771823,12.980033,
217,740000235,Lessebo station,56.749535,15.259041,
218,740000238,Rävlanda station,57.654588,12.500422,
219,740000239,Vindeln Resecentrum/Station,64.202882,19.712689,
220,740000241,Vänersborg Centralstation,58.377638,12.317816,
221,740000242,Timrå station,62.486396,17.330549,
222,740000243,Bollebygd station,57.667229,12.568772,
223,740000244,Storvik station,60.582100,16.534948,
224,740000245,Ljung station,57.986611,13.053179,
225,740000246,Rydöbruk station,56.959368,13.136307,
226,740000248,Nyåker Affären,63.766996,19.309499,
227,740000249,Oxelösund centrum,58.669573,17.105557,
228,740000250,Växjö station,56.876843,14.803621,
229,740000252,Hok station,57.514182,14.275049,
230,740000253,Härnösand station,62.635184,17.928637,
231,740000254,Gällivare C/Resecentrum,67.133537,20.651307,
232,740000255,Haverdal Haverdalsvägen,56.726809,12.665995,
233,740000256,Karlsborg busstation,58.530709,14.509637,
234,740000257,Falkenberg busstation,56.902164,12.488206,
235,740000258,Markaryd station,56.458889,13.593365,
236,740000260,Eslöv station,55.837715,13.305489,
237,740000261,Harplinge station,56.744397,12.724785,
238,740000262,Arboga station,59.397107,15.841061,
239,740000263,Mellansel station,63.428423,18.307723,
240,740000265,Nattavaara station,66.753896,20.950842,
241,740000266,Fagersta Centralstation,59.990463,15.815703,
242,740000267,Gullbrandstorp,56.704254,12.732562,
243,740000268,Murjek station,66.484137,20.880716,
244,740000269,Getinge centrum,56.819166,12.733228,
245,740000270,Karlholm Karlitplan,60.520217,17.629061,
246,740000271,Derome station,57.230156,12.320043,
247,740000272,Sandared station,57.709614,12.792489,
248,740000273,Valbo Ikea,60.633332,16.988482,
249,740000274,Torsby station,60.136564,13.002504,
250,740000275,Nyland station,63.006518,17.760399,
251,740000276,Mariefred Busstation,59.263847,17.230520,
252,740000277,Ockelbo station,60.891310,16.721029,
253,740000279,Ellös busstation,58.182917,11.466562,
254,740000280,Kopparberg station,59.872712,14.986854,
255,740000282,Jörn station,65.054425,20.030386,
256,740000283,Ed station,58.913389,11.932942,
257,740000284,Kungsängen station,59.477882,17.752499,
258,740000285,Anneberg station,57.539264,12.101244,
259,740000286,Assberg station,57.494832,12.669702,
260,740000287,Väse station,59.381611,13.853492,
261,740000288,Flen station,59.057299,16.588915,
262,740000289,Smålandsstenar station,57.161396,13.414656,
263,740000290,Tyringe station,56.159791,13.598202,
264,740000291,Ludvika station,60.149804,15.183099,
265,740000292,Grebbestad busstation,58.691876,11.253984,
266,740000293,Frövi station,59.467644,15.363782,
267,740000294,Bastuträsk station,64.790005,20.041180,
268,740000295,Osby station,56.379948,13.994255,
269,740000296,Fjällbacka,58.599656,11.285667,
270,740000297,Fiskebäckskil,58.243414,11.458565,
271,740000298,Brastad centrum,58.382070,11.484822,
272,740000299,Rabbalshede station,58.610027,11.470596,
273,740000300,Borås Centralstation,57.720838,12.932004,
274,740000301,Tierp station,60.345326,17.514373,
275,740000302,Mora station,61.008800,14.558742,
276,740000303,Djurås station,60.560178,15.138594,
277,740000306,Ammarnäs,65.957510,16.210914,
278,740000307,Åmotfors station,59.768950,12.366329,
279,740000308,Duved station,63.389761,12.917674,
280,740000309,Bjurholm busstation,63.931991,19.216238,
281,740000310,Boliden busstation,64.867752,20.384421,
282,740000311,Malmbäck station,57.577881,14.460441,
283,740000312,Torup station,56.957802,13.079146,
284,740000313,Oskarström station,56.806491,12.971953,
285,740000314,Skene station,57.488187,12.648616,
286,740000315,Mölndal station,57.655957,12.018724,
287,740000316,Borgafjäll,64.835164,15.085059,
288,740000317,Bureå Torg,64.617888,21.200256,
289,740000318,Burträsk busstation,64.521082,20.661339,
290,740000319,Hemavan köpcentrum E12,65.820131,15.083720,
291,740000320,Svenshögen station,58.144868,11.935715,
292,740000321,Kolbäck station,59.563836,16.232474,
293,740000322,Gagnef station,60.598796,15.081378,
294,740000323,Tomelilla station,55.546552,13.948940,
295,740000324,Gällö station,62.911122,15.229455,
296,740000325,Ljungaverk station,62.495646,16.067603,
297,740000326,Kaitum station,67.543804,20.108031,
298,740000328,Ärla station,59.283043,16.675984,
299,740000329,Holmsund Himmelska Fridens Tg,63.707786,20.364039,
300,740000330,Skärhamn torg,57.991227,11.546387,
301,740000331,Delsbo Torg,61.799536,16.554056,
302,740000333,Jämjö centrum Jämjöhallen,56.191968,15.835048,
303,740000334,Orsa station,61.118932,14.621176,
304,740000335,Kållered station,57.609928,12.048619,
305,740000336,Broby busstation,56.254944,14.075654,
306,740000338,Åtvidaberg station,58.203692,16.002328,
307,740000339,Berghem station,57.466980,12.598371,
308,740000340,Åhus Järnvägsgatan,55.927021,14.302792,
309,740000341,Kivik torget,55.685117,14.225589,
310,740000342,Rydaholm station,56.986254,14.311449,
311,740000343,Brösarp bussterminal,55.727803,14.096775,
312,740000344,Kisa station,57.985383,15.633808,
313,740000345,Kilafors station,61.230969,16.570443,
314,740000346,Degeberga Skaddevägen,55.837502,14.090144,
315,740000347,Storfors station,59.533169,14.271409,
316,740000348,Hultsfred station,57.486757,15.846746,
317,740000349,Jörlanda,57.987145,11.830249,
318,740000350,Hofors centrum,60.544962,16.286548,
319,740000351,Vimmerby station,57.663155,15.858268,
320,740000353,Fritsla station,57.557844,12.789918,
321,740000354,Bergfors station,68.148675,19.781075,
322,740000355,Smögen busstation,58.357214,11.230458,
323,740000356,Kungshamn busstation,58.361434,11.249397,
324,740000357,Hunnebostrand,58.439851,11.304536,
325,740000358,Grundsund,58.213181,11.422033,
326,740000359,Ottebol station,59.696103,12.469771,
327,740000360,Lycksele Resecentrum/Station,64.595360,18.667984,
328,740000361,Örebro Södra station,59.269985,15.202329,
329,740000362,Åseda station,57.167830,15.347095,
330,740000363,Veddige station,57.266938,12.337596,
331,740000364,Årjäng Busstationen,59.394582,12.131215,
332,740000365,Rimforsa station,58.135547,15.681699,
333,740000366,Mörrum station,56.186732,14.744670,
334,740000367,Malung centrum,60.683720,13.709941,
335,740000368,Bräkne-Hoby station,56.230880,15.115697,
336,740000370,Bovallstrand,58.473686,11.327746,
337,740000371,Hassela busstation,62.110203,16.706544,
338,740000372,Haparanda station,65.828367,24.131896,
339,740000373,Tibro busstation,58.425291,14.160837,
340,740000374,Kittelfjäll,65.249429,15.490242,
341,740000375,Forshaga Centrum,59.532738,13.480348,
342,740000376,Hagfors Busstationen,60.035459,13.693684,
343,740000377,Kåge samhälle,64.832128,20.989972,
344,740000378,Fränsta station,62.496142,16.167502,
345,740000379,Aneby station,57.836233,14.810819,
346,740000380,Stöde station,62.419716,16.598610,
347,740000381,Munkfors Busstationen,59.834348,13.545841,
348,740000383,Barkarby station,59.404568,17.866055,
349,740000384,Surahammar station,59.706626,16.219685,
350,740000385,Tingsryd busstation,56.524027,14.975918,
351,740000386,Vedum station,58.169317,12.998538,
352,740000387,Malå busstation,65.183880,18.746651,
353,740000388,Gemla station,56.870071,14.644832,
354,740000389,Norsjö busstation,64.914477,19.484690,
355,740000390,Obbola Centralhållplats,63.701540,20.319008,
356,740000391,Robertsfors busstation,64.192305,20.847336,
357,740000392,Storvreta station,59.956065,17.706075,
358,740000394,Tärnaby busstation,65.710691,15.252423,
359,740000395,Åsele busstation,64.161654,17.350862,
360,740000397,Svedala station,55.506868,13.232410,
361,740000398,Dala-Järna station,60.547777,14.362236,
362,740000399,Vi centrum,62.428017,17.416210,
363,740000400,Bjästa busstation,63.201606,18.501742,
364,740000401,Bredbyn busstn,63.449068,18.107246,
365,740000402,Horred station,57.353342,12.477270,
366,740000403,Husum torget,63.329290,19.163414,
367,740000404,Gamleby station,57.896954,16.410235,
368,740000405,Mariannelund station,57.616407,15.585077,
369,740000406,Vansbro centrum,60.512026,14.226879,
370,740000407,Matfors busstation,62.344252,17.018711,
371,740000408,Sveg station,62.035501,14.351596,
372,740000410,Edane station,59.626829,12.829366,
373,740000411,Ramsele busstation,63.537084,16.469678,
374,740000413,Ramvik,62.818879,17.854651,
375,740000414,Fjällåsen station,67.518416,20.093422,
376,740000415,Rydsgård station,55.474233,13.587493,
377,740000418,Högboda station,59.557620,13.051482,
378,740000419,Hällefors station,59.782636,14.518614,
379,740000420,Föllinge,63.670126,14.612784,
380,740000421,Strömsund busstation,63.849900,15.554907,
381,740000422,Gäddede busstation,64.503934,14.146050,
382,740000423,Hammarstrand busstation,63.108162,16.356164,
383,740000425,Hammerdal busstation,63.582820,15.350216,
384,740000426,Fagerås station,59.519396,13.219949,
385,740000427,Hällekis station,58.630010,13.432555,
386,740000428,Storuman station,65.096995,17.112391,
387,740000429,Höglekardalen,63.078392,13.749215,
388,740000431,Garphyttan Kvarnvägen,59.308043,14.940556,
389,740000432,Vittsjö station,56.342113,13.663264,
390,740000433,Lysvik station,60.016032,13.137747,
391,740000434,Hoting station,64.115971,16.200254,
392,740000435,Ljungbyhed busstation,56.075325,13.233567,
393,740000436,Klimpfjäll,65.061949,14.800051,
394,740000438,Skyttorp station,60.079692,17.737155,
395,740000439,Forsheda station,57.163362,13.832761,
396,740000440,Bruksvägen,57.828223,12.014763,
397,740000441,Olofström station,56.279537,14.520084,
398,740000442,Järpås station,58.379245,12.969947,
399,740000443,Hackås station,62.924339,14.522011,
400,740000445,Kall,63.473667,13.230247,
401,740000446,Äppelbo E16,60.490904,14.001138,
402,740000447,Jokkmokk station,66.607121,19.840306,
403,740000448,Edsåsdalen,63.315641,13.105983,
404,740000449,Ljungdalen,62.852043,12.796285,
405,740000450,Tollarp bibliotek,55.934328,13.974643,
406,740000451,Vilhelmina station,64.622888,16.651430,
407,740000452,Offerdal Ede,63.466259,14.013118,
408,740000453,Stora Blåsjön,64.836540,14.083623,
409,740000454,Stugun,63.167567,15.596582,
410,740000455,Vålådalen Västra,63.148743,12.965211,
411,740000456,Kode station,57.944418,11.851007,
412,740000458,Vattholma station,60.025679,17.731060,
413,740000460,Färila busstation,61.798238,15.838662,
414,740000462,Mockfjärd gamla station,60.495737,14.958590,
415,740000463,Kårböle Pilgrimen,61.987089,15.298881,
416,740000464,Övertorneå busstation,66.390104,23.657564,
417,740000465,Bredaryd station,57.176325,13.738072,
418,740000466,Lugnås station,58.644555,13.702213,
419,740000467,Ullånger busstation,63.010934,18.188362,
420,740000468,Lyrestad station,58.805209,14.056947,
421,740000469,Sturkö Kvarnen,56.112955,15.681576,
422,740000470,Öregrund färjeläget,60.340584,18.446302,
423,740000471,Sikeå E4,64.168449,20.925148,
424,740000473,Porjus station,66.964808,19.828013,
425,740000474,Klågerup busstation,55.597571,13.260224,
426,740000475,Bruksvallarna,62.637121,12.444377,
427,740000476,Örbyhus station,60.228695,17.705770,
428,740000477,Byske busstation,64.953762,21.203287,
429,740000478,Källby station,58.510590,13.302226,
430,740000479,Arvidsjaur station,65.588809,19.169260,
431,740000480,Uddevalla Kampenhof,58.349913,11.930440,
432,740000481,Fjällnäs Högfjällspensionat,62.598283,12.179992,
433,740000482,Grythyttan station,59.704246,14.530401,
434,740000483,Gysinge Brukshandel,60.289693,16.885486,
435,740000484,Hova station,58.854713,14.215387,
436,740000485,Näsviken Centrum,61.756718,16.866619,
437,740000486,Åkersjön,63.765046,14.080466,
438,740000488,Jämshög Bygatan,56.240676,14.530839,
439,740000489,Bispgården,63.027266,16.624751,
440,740000490,Klevshult station,57.352723,14.097368,
441,740000491,Funäsdalen busstation,62.545106,12.545374,
442,740000492,Arlanda Södra station,59.646172,17.928351,
443,740000493,Hede Härjedalen,62.418921,13.515579,
444,740000495,Klövsjö Torpvägen,62.519506,14.193627,
445,740000496,Falerum station,58.143424,16.207884,
446,740000497,Lofsdalen,62.112300,13.272369,
447,740000498,Lövånger busstation,64.371137,21.306149,
448,740000499,Älvsered,57.241178,12.865693,
449,740000500,Berga station,57.216344,16.032714,
450,740000501,Rottneros station,59.795240,13.129148,
451,740000502,Svenljunga busstation,57.495251,13.108711,
452,740000503,Ytterhogdal station,62.197255,14.855226,
453,740000504,Västra Ämtervik station,59.727558,13.147136,
454,740000505,Smygehamn Ängavägen,55.345402,13.377708,
455,740000506,Ramundberget,62.700914,12.388692,
456,740000507,Spiken,58.690093,13.200819,
457,740000508,Tolita station,59.577857,13.239823,
458,740000510,Ekenässjön station,57.489661,15.019304,
459,740000511,Hovmantorp station,56.785842,15.140662,
460,740000512,Götene busstation,58.527416,13.491418,
461,740000513,Gråbo busstation,57.836804,12.298361,
462,740000514,Backe busstation,63.810716,16.405257,
463,740000515,Henån busstation,58.234597,11.681344,
464,740000516,Borensbergs bussterminal,58.562691,15.276490,
465,740000517,Simlångsdalen,56.720707,13.130410,
466,740000518,Anderstorp station,57.280395,13.627275,
467,740000519,Lagan Torggatan,56.916359,13.987339,
468,740000520,Påarp station,56.029265,12.817093,
469,740000521,Rödeby centrum,56.260703,15.618051,
470,740000522,Tjustskolan station,57.753293,16.631411,
471,740000523,Tranemo busstation,57.485131,13.351560,
472,740000524,Korsberga centrum,57.301195,15.125193,
473,740000525,Byxelkrok centrum,57.324395,17.008569,
474,740000526,Brunflo station,63.075860,14.832063,
475,740000527,Rossön södra,63.921243,16.339341,
476,740000529,Tänndalen,62.549243,12.309830,
477,740000530,Tännäs,62.442515,12.680771,
478,740000531,Blidsberg,57.930812,13.494388,
479,740000532,Vemdalen by,62.449579,13.863530,
480,740000533,Norrahammar station,57.704537,14.115452,
481,740000535,Näsåker busstation,63.440680,16.907150,
482,740000536,Traryd Skolgatan,56.579560,13.746558,
483,740000537,Skånes-Fagerhult kyrka,56.368480,13.470006,
484,740000538,Junsele busstation,63.696110,16.879872,
485,740000539,Taberg station,57.678836,14.086893,
486,740000540,Lerum station,57.769359,12.272317,
487,740000541,Ånäset busstn,64.279721,21.043304,
488,740000542,Bäckebron station,59.661352,13.166227,
489,740000543,Gullringen station,57.802565,15.703519,
490,740000545,Skänninge station,58.392951,15.092572,
491,740000546,Mollaryd station,57.905981,13.022767,
492,740000547,Ormaryd station,57.664803,14.833298,
493,740000548,Kyrkhult,56.357125,14.587154,
494,740000549,Örkelljunga busstation,56.283185,13.281349,
495,740000550,Dorotea station,64.258254,16.407214,
496,740000551,Ringarum centrum,58.333516,16.445028,
497,740000552,Torpåkra station,57.940615,13.029492,
498,740000553,Kinna station,57.505979,12.698240,
499,740000554,Landvetter Airport,57.667881,12.295939,
500,740000555,Ljungby busstation,56.832134,13.936111,
501,740000556,Arlanda Centralstation,59.649570,17.929186,
502,740000557,Lindome station,57.576096,12.078477,
503,740000558,Borgholm busstation,56.882268,16.656249,
504,740000559,Knivsta station,59.725703,17.786688,
505,740000561,Mönsterås busstation,57.041151,16.447480,
506,740000564,Nättraby hörnet,56.206887,15.530721,
507,740000567,Bjärnum busstation,56.292206,13.710190,
508,740000569,Vårgårda station,58.031203,12.810289,
509,740000570,Linaälv station,67.254719,20.242435,
510,740000571,Piteå busstation,65.319911,21.473603,
511,740000572,Bergkvara busstation,56.394659,16.065301,
512,740000573,Sälen centrum,61.156713,13.265801,
513,740000574,Grövelsjön fjällstationen,62.098677,12.312653,
514,740000575,Älvdalen busstation,61.223119,14.044474,
515,740000576,Söderköping busstation,58.478117,16.323432,
516,740000577,Sorsele station,65.534859,17.543944,
517,740000578,Norra Unnaryd väg 26,57.601487,13.747041,
518,740000579,Harrå station,67.407185,20.102854,
519,740000580,Kungälv resecentrum,57.871875,11.968505,
520,740000583,Asarum Storgatan,56.208993,14.833818,
521,740000584,Hällevik hamn,56.012282,14.698040,
522,740000585,Ytterby station,57.862332,11.917246,
523,740000587,Brokind station,58.220250,15.684465,
524,740000588,Mjällby centrum,56.045711,14.678034,
525,740000589,Alfta Centrum,61.344906,16.064799,
526,740000590,Edsbyn Centrum,61.376057,15.818006,
527,740000591,Hörby busstation,55.855576,13.671156,
528,740000592,Bergsjö busstn,61.985487,17.057721,
529,740000593,Valdemarsviks busstation,58.204216,16.603725,
530,740000594,Nossebro busstation,58.187447,12.718757,
531,740000596,Hamrångefjärden,60.897854,17.069232,
532,740000597,Brömsebro E22,56.298521,16.000817,
533,740000598,Los Norrbyn,61.734850,15.185612,
534,740000599,Harmånger torget,61.928289,17.217129,
535,740000600,Tidaholm busstation,58.179529,13.955820,
536,740000601,Iggesund Konsum,61.642455,17.079719,
537,740000602,Gnarp station,62.055707,17.244239,
538,740000603,Lunde lv 332,62.877364,17.863702,
539,740000604,Undersvik,61.600946,16.306484,
540,740000605,Vagnhärad station,58.945735,17.496697,
541,740000606,Ödeshög torget,58.228887,14.653296,
542,740000607,Gränna hamn,58.028960,14.456045,
543,740000608,Hjo busstation,58.305228,14.293490,
544,740000609,Vrigstad busstation,57.356522,14.465795,
545,740000610,Askersund busstation,58.879132,14.907671,
546,740000611,Skara busstation,58.383246,13.439057,
547,740000612,Älvkarleby kraftverk,60.560902,17.444024,
548,740000613,Skutskär centrum,60.625509,17.412731,
549,740000615,Arbrå station,61.470321,16.380029,
550,740000616,Mantorp station,58.348625,15.290731,
551,740000619,Hörnefors Centrum,63.623619,19.908513,
